name,lon,lat,address,pname,cityname,adname,type
青神西街支行,103.8312306,29.82750914,四川省青神县青竹街道竹艺大道128、130、132、134号,四川省,眉山市,青神县,金融保险服务;银行;中国农业银行
马边彝族自治县支行营业室,103.5397677,28.83498514,四川省马边彝族自治县民建镇中坝街6号,四川省,乐山市,马边彝族自治县,金融保险服务;银行;中国农业银行
马边新建街支行,103.5409074,28.8304471,四川省马边彝族自治县民建镇新建街135、137号,四川省,乐山市,马边彝族自治县,金融保险服务;银行;中国农业银行
马边磷都支行,103.5395192,28.82698952,四川省马边彝族自治县民建镇莲瑞街4号1层,四川省,乐山市,马边彝族自治县,金融保险服务;银行;中国农业银行
高县支行营业室,104.5276716,28.42699604,四川省宜宾市高县庆符镇振兴路122号、124号、126号、128号、130号、132号、134号、136号、138号、140号,四川省,宜宾市,高县,金融保险服务;银行;中国农业银行
高县文江支行,104.5535796,28.38254534,四川省宜宾市高县文江镇中心街147-2号，中华街121、123、125号,四川省,宜宾市,高县,金融保险服务;银行;中国农业银行
高县沙河支行,104.7452321,28.54809397,四川省宜宾市高县沙河镇老场街61、63、65、67号,四川省,宜宾市,高县,金融保险服务;银行;中国农业银行
高县符江支行,104.5148994,28.43340866,四川省宜宾市高县庆符镇下河街60、62、64、66、68号,四川省,宜宾市,高县,金融保险服务;银行;中国农业银行
中国农业银行色达大则支行,100.1339305,32.22281661,四川省甘孜藏族自治州色达县大则乡甘仲村大则街4号,四川省,甘孜藏族自治州,色达县,金融保险服务;银行;中国农业银行
丹巴太平桥支行,102.1259485,31.00901389,四川省甘孜藏族自治州丹巴县太平桥乡太平桥村,四川省,甘孜藏族自治州,丹巴县,金融保险服务;银行;中国农业银行
乐至南塔支行,105.0251536,30.26906631,四川省资阳市乐至县乐安路1、3、5号和农经路2、4号,四川省,资阳市,乐至县,金融保险服务;银行;中国农业银行
乐至县支行营业室,105.017973,30.27990818,四川省资阳市乐至县金穗路129-157号,四川省,资阳市,乐至县,金融保险服务;银行;中国农业银行
乐至回澜支行,105.1564408,30.16711857,四川省乐至县回澜镇上乐街69号-79号(单号段),四川省,资阳市,乐至县,金融保险服务;银行;中国农业银行
乐至大佛支行,104.8964226,30.42257068,四川省乐至县大佛镇友谊路111、113、113号附1号,四川省,资阳市,乐至县,金融保险服务;银行;中国农业银行
乐至天池支行,105.020596,30.27246922,四川省资阳市乐至县仲弘街38号、40号、42号,四川省,资阳市,乐至县,金融保险服务;银行;中国农业银行
乐至宝林支行,105.0330183,30.38983558,四川省乐至县宝林镇文光街140号-150号(双号段),四川省,资阳市,乐至县,金融保险服务;银行;中国农业银行
乐至帅乡支行,105.0186753,30.26192641,四川省资阳市乐至县帅乡大道784号-794号和二环路二段西一巷84号-90号,四川省,资阳市,乐至县,金融保险服务;银行;中国农业银行
乐至石佛支行,105.1050564,30.28711058,四川省乐至县石佛镇太阳路346号-354号（双号段）,四川省,资阳市,乐至县,金融保险服务;银行;中国农业银行
